car_id,Transmission,Engine Size (cm3),Fuel Type,Powertrain,CO2 emission,Engine Size (cm3) (bins)
2850,Automatic,2979,Petrol,Internal Combustion Engine (ICE),301,2700
2962,Automatic,2000,Petrol,Internal Combustion Engine (ICE),173,1350
2963,Automatic,2001,Petrol,Internal Combustion Engine (ICE),173,1350
2964,Automatic,2002,Petrol,Internal Combustion Engine (ICE),173,1350
2965,Automatic,2003,Petrol,Internal Combustion Engine (ICE),173,1350
2989,Automatic,2488,Petrol,Internal Combustion Engine (ICE),182,1350
2990,Automatic,2191,Petrol,Internal Combustion Engine (ICE),160,1350
2991,Automatic,2191,Petrol,Internal Combustion Engine (ICE),160,1350
2992,Automatic,2191,Petrol,Internal Combustion Engine (ICE),160,1350
2993,Automatic,2191,Petrol,Internal Combustion Engine (ICE),160,1350
2994,Automatic,2191,Petrol,Internal Combustion Engine (ICE),173,1350
2995,Automatic,2191,Petrol,Internal Combustion Engine (ICE),173,1350
2996,Automatic,2191,Petrol,Internal Combustion Engine (ICE),173,1350
3034,Automatic,1496,Petrol,Internal Combustion Engine (ICE),133,1350
3035,Automatic,1496,Petrol,Internal Combustion Engine (ICE),133,1350
3036,Automatic,1496,Petrol,Internal Combustion Engine (ICE),133,1350
3037,Automatic,1496,Petrol,Internal Combustion Engine (ICE),122,1350
3038,Automatic,1496,Petrol,Internal Combustion Engine (ICE),122,1350
3128,Automatic,2488,Petrol,Internal Combustion Engine (ICE),172,1350
3132,Automatic,2488,Petrol,Internal Combustion Engine (ICE),167,1350
3133,Automatic,2488,Petrol,Internal Combustion Engine (ICE),167,1350
3212,Automatic,3799,Petrol,Internal Combustion Engine (ICE),276,2700
3213,Automatic,3799,Petrol,Internal Combustion Engine (ICE),276,2700
3214,Automatic,3799,Petrol,Internal Combustion Engine (ICE),276,2700
3215,Automatic,3799,Petrol,Internal Combustion Engine (ICE),276,2700
3216,Automatic,3799,Petrol,Internal Combustion Engine (ICE),277,2700
3217,Automatic,3799,Petrol,Internal Combustion Engine (ICE),277,2700
3218,Automatic,3994,Petrol,Internal Combustion Engine (ICE),276,2700
3219,Automatic,3994,Petrol,Internal Combustion Engine (ICE),276,2700
3220,Automatic,3994,Petrol,Internal Combustion Engine (ICE),280,2700
3221,Automatic,3994,Petrol,Internal Combustion Engine (ICE),280,2700
3222,Automatic,3994,Petrol,Internal Combustion Engine (ICE),270,2700
3295,Automatic,1497,Petrol,Internal Combustion Engine (ICE),158,1350
3296,Automatic,1497,Petrol,Internal Combustion Engine (ICE),178,1350
3297,Automatic,1497,Petrol,Internal Combustion Engine (ICE),151,1350
3298,Automatic,1497,Petrol,Internal Combustion Engine (ICE),179,1350
3299,Automatic,1497,Petrol,Internal Combustion Engine (ICE),156,1350
3300,Automatic,1497,Petrol,Internal Combustion Engine (ICE),179,1350
3319,Automatic,1497,Petrol,Internal Combustion Engine (ICE),161,1350
3320,Automatic,1497,Petrol,Internal Combustion Engine (ICE),185,1350
3347,Automatic,1497,Petrol,Internal Combustion Engine (ICE),155,1350
3348,Automatic,1497,Petrol,Internal Combustion Engine (ICE),178,1350
3349,Automatic,1497,Petrol,Internal Combustion Engine (ICE),146,1350
3350,Automatic,1497,Petrol,Internal Combustion Engine (ICE),179,1350
3369,Automatic,1497,Petrol,Internal Combustion Engine (ICE),163,1350
3370,Automatic,1497,Petrol,Internal Combustion Engine (ICE),186,1350
3371,Automatic,1497,Petrol,Internal Combustion Engine (ICE),163,1350
3372,Automatic,1497,Petrol,Internal Combustion Engine (ICE),188,1350
3411,Automatic,2999,Petrol,Internal Combustion Engine (ICE),183,2700
3412,Automatic,2999,Petrol,Internal Combustion Engine (ICE),207,2700
3413,Automatic,2999,Petrol,Internal Combustion Engine (ICE),209,2700
3414,Automatic,2999,Petrol,Internal Combustion Engine (ICE),216,2700
3427,Automatic,2999,Petrol,Internal Combustion Engine (ICE),205,2700
3428,Automatic,2999,Petrol,Internal Combustion Engine (ICE),213,2700
3443,Automatic,2999,Petrol,Internal Combustion Engine (ICE),208,2700
3444,Automatic,2999,Petrol,Internal Combustion Engine (ICE),218,2700
3465,Automatic,2999,Petrol,Internal Combustion Engine (ICE),204,2700
3466,Automatic,2999,Petrol,Internal Combustion Engine (ICE),215,2700
3533,Automatic,2999,Petrol,Internal Combustion Engine (ICE),241,2700
3534,Automatic,2999,Petrol,Internal Combustion Engine (ICE),251,2700
3543,Automatic,2999,Petrol,Internal Combustion Engine (ICE),195,2700
3544,Automatic,2999,Petrol,Internal Combustion Engine (ICE),246,2700
3547,Automatic,2999,Petrol,Internal Combustion Engine (ICE),241,2700
3548,Automatic,2999,Petrol,Internal Combustion Engine (ICE),251,2700
3565,Automatic,2999,Petrol,Internal Combustion Engine (ICE),177,2700
3566,Automatic,2999,Petrol,Internal Combustion Engine (ICE),193,2700
3567,Automatic,2999,Petrol,Internal Combustion Engine (ICE),177,2700
3568,Automatic,2999,Petrol,Internal Combustion Engine (ICE),193,2700
3575,Automatic,4663,Petrol,Internal Combustion Engine (ICE),235,4049
3576,Automatic,4663,Petrol,Internal Combustion Engine (ICE),244,4049
3789,Automatic,1497,Petrol,Internal Combustion Engine (ICE),155,1350
3790,Automatic,1497,Petrol,Internal Combustion Engine (ICE),177,1350
4005,Automatic,2999,Petrol,Internal Combustion Engine (ICE),177,2700
4006,Automatic,2999,Petrol,Internal Combustion Engine (ICE),193,2700
4015,Automatic,4663,Petrol,Internal Combustion Engine (ICE),235,4049
4016,Automatic,4663,Petrol,Internal Combustion Engine (ICE),244,4049
4195,Automatic,2999,Petrol,Internal Combustion Engine (ICE),207,2700
4196,Automatic,2999,Petrol,Internal Combustion Engine (ICE),218,2700
4313,Automatic,5980,Petrol,Internal Combustion Engine (ICE),304,5399
4314,Automatic,5980,Petrol,Internal Combustion Engine (ICE),326,5399
4345,Automatic,1490,Petrol,Internal Combustion Engine (ICE),174,1350
4347,Automatic,1490,Petrol,Internal Combustion Engine (ICE),174,1350
4355,Automatic,1193,Petrol,Internal Combustion Engine (ICE),133,0
4358,Automatic,1499,Petrol,Internal Combustion Engine (ICE),192,1350
4359,Automatic,1499,Petrol,Internal Combustion Engine (ICE),196,1350
4361,Automatic,1499,Petrol,Internal Combustion Engine (ICE),196,1350
4364,Automatic,2998,Petrol,Internal Combustion Engine (ICE),180,2700
4423,Automatic,1199,Petrol,Internal Combustion Engine (ICE),116,0
4424,Automatic,1199,Petrol,Internal Combustion Engine (ICE),131,0
4425,Automatic,1199,Petrol,Internal Combustion Engine (ICE),123,0
4426,Automatic,1199,Petrol,Internal Combustion Engine (ICE),139,0
4437,Automatic,1199,Petrol,Internal Combustion Engine (ICE),132,0
4438,Automatic,1199,Petrol,Internal Combustion Engine (ICE),148,0
4439,Automatic,1199,Petrol,Internal Combustion Engine (ICE),137,0
4440,Automatic,1199,Petrol,Internal Combustion Engine (ICE),153,0
4455,Automatic,1199,Petrol,Internal Combustion Engine (ICE),127,0
4456,Automatic,1199,Petrol,Internal Combustion Engine (ICE),151,0
4469,Automatic,1199,Petrol,Internal Combustion Engine (ICE),127,0
4470,Automatic,1199,Petrol,Internal Combustion Engine (ICE),151,0
4481,Automatic,1199,Petrol,Internal Combustion Engine (ICE),139,0
4482,Automatic,1199,Petrol,Internal Combustion Engine (ICE),165,0
4483,Automatic,1598,Petrol,Internal Combustion Engine (ICE),148,1350
4484,Automatic,1598,Petrol,Internal Combustion Engine (ICE),177,1350
4493,Automatic,1199,Petrol,Internal Combustion Engine (ICE),139,0
4494,Automatic,1199,Petrol,Internal Combustion Engine (ICE),165,0
4495,Automatic,1598,Petrol,Internal Combustion Engine (ICE),148,1350
4496,Automatic,1598,Petrol,Internal Combustion Engine (ICE),177,1350
4508,Automatic,1199,Petrol,Internal Combustion Engine (ICE),129,0
4509,Automatic,1199,Petrol,Internal Combustion Engine (ICE),151,0
4510,Automatic,1598,Petrol,Internal Combustion Engine (ICE),145,1350
4511,Automatic,1598,Petrol,Internal Combustion Engine (ICE),165,1350
4512,Automatic,1598,Petrol,Internal Combustion Engine (ICE),147,1350
4513,Automatic,1598,Petrol,Internal Combustion Engine (ICE),168,1350
4525,Automatic,1199,Petrol,Internal Combustion Engine (ICE),129,0
4526,Automatic,1199,Petrol,Internal Combustion Engine (ICE),151,0
4527,Automatic,1598,Petrol,Internal Combustion Engine (ICE),145,1350
4528,Automatic,1598,Petrol,Internal Combustion Engine (ICE),165,1350
4529,Automatic,1598,Petrol,Internal Combustion Engine (ICE),147,1350
4530,Automatic,1598,Petrol,Internal Combustion Engine (ICE),168,1350
4537,Automatic,1199,Petrol,Internal Combustion Engine (ICE),146,0
4538,Automatic,1199,Petrol,Internal Combustion Engine (ICE),173,0
4759,Automatic,1598,Petrol,Internal Combustion Engine (ICE),109,1350
4760,Automatic,1598,Petrol,Internal Combustion Engine (ICE),109,1350
4799,Automatic,1330,Petrol,Internal Combustion Engine (ICE),161,0
4800,Automatic,1330,Petrol,Internal Combustion Engine (ICE),162,0
4809,Automatic,1330,Petrol,Internal Combustion Engine (ICE),161,0
4810,Automatic,1330,Petrol,Internal Combustion Engine (ICE),162,0
4817,Automatic,1330,Petrol,Internal Combustion Engine (ICE),161,0
4818,Automatic,1330,Petrol,Internal Combustion Engine (ICE),162,0
4825,Automatic,1330,Petrol,Internal Combustion Engine (ICE),160,0
4826,Automatic,1330,Petrol,Internal Combustion Engine (ICE),161,0
4833,Automatic,1330,Petrol,Internal Combustion Engine (ICE),161,0
4834,Automatic,1330,Petrol,Internal Combustion Engine (ICE),164,0
4941,Automatic,1995,Petrol,Internal Combustion Engine (ICE),194,1350
4942,Automatic,1995,Petrol,Internal Combustion Engine (ICE),194,1350
4943,Automatic,1995,Petrol,Internal Combustion Engine (ICE),203,1350
4944,Automatic,1995,Petrol,Internal Combustion Engine (ICE),203,1350
4949,Automatic,1995,Petrol,Internal Combustion Engine (ICE),194,1350
4950,Automatic,1995,Petrol,Internal Combustion Engine (ICE),194,1350
4951,Automatic,1995,Petrol,Internal Combustion Engine (ICE),203,1350
4952,Automatic,1995,Petrol,Internal Combustion Engine (ICE),203,1350
4961,Automatic,1330,Petrol,Internal Combustion Engine (ICE),150,0
4962,Automatic,1330,Petrol,Internal Combustion Engine (ICE),152,0
4969,Automatic,1330,Petrol,Internal Combustion Engine (ICE),144,0
4970,Automatic,1330,Petrol,Internal Combustion Engine (ICE),147,0
4977,Automatic,1330,Petrol,Internal Combustion Engine (ICE),144,0
4978,Automatic,1330,Petrol,Internal Combustion Engine (ICE),147,0
4983,Automatic,1798,Petrol,Internal Combustion Engine (ICE),187,1350
4984,Automatic,1798,Petrol,Internal Combustion Engine (ICE),190,1350
4987,Automatic,1798,Petrol,Internal Combustion Engine (ICE),190,1350
4988,Automatic,1798,Petrol,Internal Combustion Engine (ICE),190,1350
4995,Automatic,1798,Petrol,Internal Combustion Engine (ICE),193,1350
4996,Automatic,1798,Petrol,Internal Combustion Engine (ICE),193,1350
4999,Automatic,1798,Petrol,Internal Combustion Engine (ICE),192,1350
5000,Automatic,1798,Petrol,Internal Combustion Engine (ICE),193,1350
5005,Automatic,1330,Petrol,Internal Combustion Engine (ICE),139,0
5006,Automatic,1330,Petrol,Internal Combustion Engine (ICE),139,0
5017,Automatic,1798,Petrol,Internal Combustion Engine (ICE),190,1350
5018,Automatic,1798,Petrol,Internal Combustion Engine (ICE),192,1350
5019,Automatic,1798,Petrol,Internal Combustion Engine (ICE),191,1350
5020,Automatic,1798,Petrol,Internal Combustion Engine (ICE),192,1350
5029,Automatic,1798,Petrol,Internal Combustion Engine (ICE),190,1350
5030,Automatic,1798,Petrol,Internal Combustion Engine (ICE),192,1350
5031,Automatic,1798,Petrol,Internal Combustion Engine (ICE),191,1350
5032,Automatic,1798,Petrol,Internal Combustion Engine (ICE),192,1350
5051,Automatic,1330,Petrol,Internal Combustion Engine (ICE),152,0
5052,Automatic,1330,Petrol,Internal Combustion Engine (ICE),154,0
5059,Automatic,1330,Petrol,Internal Combustion Engine (ICE),145,0
5060,Automatic,1330,Petrol,Internal Combustion Engine (ICE),149,0
5067,Automatic,1330,Petrol,Internal Combustion Engine (ICE),145,0
5068,Automatic,1330,Petrol,Internal Combustion Engine (ICE),145,0
5071,Automatic,1330,Petrol,Internal Combustion Engine (ICE),141,0
5072,Automatic,1330,Petrol,Internal Combustion Engine (ICE),141,0
5077,Automatic,1330,Petrol,Internal Combustion Engine (ICE),140,0
5078,Automatic,1330,Petrol,Internal Combustion Engine (ICE),140,0
5107,Automatic,1330,Petrol,Internal Combustion Engine (ICE),157,0
5108,Automatic,1330,Petrol,Internal Combustion Engine (ICE),159,0
5113,Automatic,1330,Petrol,Internal Combustion Engine (ICE),158,0
5114,Automatic,1330,Petrol,Internal Combustion Engine (ICE),158,0
5121,Automatic,1330,Petrol,Internal Combustion Engine (ICE),158,0
5122,Automatic,1330,Petrol,Internal Combustion Engine (ICE),162,0
5127,Automatic,1330,Petrol,Internal Combustion Engine (ICE),157,0
5128,Automatic,1330,Petrol,Internal Combustion Engine (ICE),158,0
5131,Automatic,1330,Petrol,Internal Combustion Engine (ICE),157,0
5132,Automatic,1330,Petrol,Internal Combustion Engine (ICE),157,0
5137,Automatic,1330,Petrol,Internal Combustion Engine (ICE),158,0
5138,Automatic,1330,Petrol,Internal Combustion Engine (ICE),159,0
5255,Automatic,898,Petrol,Internal Combustion Engine (ICE),140,0
5256,Automatic,898,Petrol,Internal Combustion Engine (ICE),142,0
5331,Automatic,1330,Petrol,Internal Combustion Engine (ICE),131,0
5332,Automatic,1330,Petrol,Internal Combustion Engine (ICE),131,0
5343,Automatic,1330,Petrol,Internal Combustion Engine (ICE),130,0
5344,Automatic,1330,Petrol,Internal Combustion Engine (ICE),131,0
5351,Automatic,1330,Petrol,Internal Combustion Engine (ICE),130,0
5352,Automatic,1330,Petrol,Internal Combustion Engine (ICE),131,0
5361,Automatic,1330,Petrol,Internal Combustion Engine (ICE),130,0
5362,Automatic,1330,Petrol,Internal Combustion Engine (ICE),131,0
5447,Automatic,6592,Petrol,Internal Combustion Engine (ICE),372,5399
5448,Automatic,6592,Petrol,Internal Combustion Engine (ICE),366,5399
5449,Automatic,6592,Petrol,Internal Combustion Engine (ICE),370,5399
5450,Automatic,6592,Petrol,Internal Combustion Engine (ICE),358,5399
5451,Automatic,6749,Petrol,Internal Combustion Engine (ICE),359,5399
5452,Automatic,6749,Petrol,Internal Combustion Engine (ICE),347,5399
5453,Automatic,6749,Petrol,Internal Combustion Engine (ICE),359,5399
5454,Automatic,6749,Petrol,Internal Combustion Engine (ICE),347,5399
5455,Automatic,6592,Petrol,Internal Combustion Engine (ICE),363,5399
5456,Automatic,6592,Petrol,Internal Combustion Engine (ICE),357,5399
5457,Automatic,6592,Petrol,Internal Combustion Engine (ICE),370,5399
5458,Automatic,6592,Petrol,Internal Combustion Engine (ICE),358,5399
5459,Automatic,6749,Petrol,Internal Combustion Engine (ICE),362,5399
5460,Automatic,6749,Petrol,Internal Combustion Engine (ICE),345,5399
5461,Automatic,6749,Petrol,Internal Combustion Engine (ICE),362,5399
5462,Automatic,6749,Petrol,Internal Combustion Engine (ICE),345,5399
5463,Automatic,6749,Petrol,Internal Combustion Engine (ICE),377,5399
5464,Automatic,6749,Petrol,Internal Combustion Engine (ICE),368,5399
5465,Automatic,6749,Petrol,Internal Combustion Engine (ICE),380,5399
5466,Automatic,6749,Petrol,Internal Combustion Engine (ICE),373,5399
5473,Automatic,1498,Petrol,Internal Combustion Engine (ICE),140,1350
5476,Automatic,1498,Petrol,Internal Combustion Engine (ICE),142,1350
5483,Automatic,1498,Petrol,Internal Combustion Engine (ICE),149,1350
5490,Automatic,1498,Petrol,Internal Combustion Engine (ICE),154,1350
5496,Automatic,1498,Petrol,Internal Combustion Engine (ICE),153,1350
5497,Automatic,1984,Petrol,Internal Combustion Engine (ICE),182,1350
5502,Automatic,1498,Petrol,Internal Combustion Engine (ICE),156,1350
5503,Automatic,1984,Petrol,Internal Combustion Engine (ICE),182,1350
5508,Automatic,1498,Petrol,Internal Combustion Engine (ICE),154,1350
5509,Automatic,1984,Petrol,Internal Combustion Engine (ICE),183,1350
5515,Automatic,1498,Petrol,Internal Combustion Engine (ICE),156,1350
5516,Automatic,1984,Petrol,Internal Combustion Engine (ICE),183,1350
5540,Automatic,1498,Petrol,Internal Combustion Engine (ICE),165,1350
5544,Automatic,1498,Petrol,Internal Combustion Engine (ICE),166,1350
5548,Automatic,1498,Petrol,Internal Combustion Engine (ICE),169,1350
5555,Automatic,1498,Petrol,Internal Combustion Engine (ICE),170,1350
5561,Automatic,1498,Petrol,Internal Combustion Engine (ICE),174,1350
5568,Automatic,1498,Petrol,Internal Combustion Engine (ICE),171,1350
5574,Automatic,1984,Petrol,Internal Combustion Engine (ICE),202,1350
5575,Automatic,1984,Petrol,Internal Combustion Engine (ICE),202,1350
5576,Automatic,1984,Petrol,Internal Combustion Engine (ICE),202,1350
5577,Automatic,1984,Petrol,Internal Combustion Engine (ICE),163,1350
5580,Automatic,1984,Petrol,Internal Combustion Engine (ICE),171,1350
5583,Automatic,1984,Petrol,Internal Combustion Engine (ICE),172,1350
5584,Automatic,1984,Petrol,Internal Combustion Engine (ICE),162,1350
5587,Automatic,1984,Petrol,Internal Combustion Engine (ICE),186,1350
5590,Automatic,1984,Petrol,Internal Combustion Engine (ICE),186,1350
5591,Automatic,1984,Petrol,Internal Combustion Engine (ICE),174,1350
5596,Automatic,1984,Petrol,Internal Combustion Engine (ICE),192,1350
5597,Automatic,1984,Petrol,Internal Combustion Engine (ICE),193,1350
5599,Automatic,1498,Petrol,Internal Combustion Engine (ICE),151,1350
5600,Automatic,1984,Petrol,Internal Combustion Engine (ICE),171,1350
5604,Automatic,1498,Petrol,Internal Combustion Engine (ICE),155,1350
5605,Automatic,1984,Petrol,Internal Combustion Engine (ICE),176,1350
5623,Automatic,1984,Petrol,Internal Combustion Engine (ICE),151,1350
5629,Automatic,1984,Petrol,Internal Combustion Engine (ICE),153,1350
5636,Automatic,1984,Petrol,Internal Combustion Engine (ICE),152,1350
5642,Automatic,1984,Petrol,Internal Combustion Engine (ICE),154,1350
5658,Automatic,1984,Petrol,Internal Combustion Engine (ICE),151,1350
5664,Automatic,1984,Petrol,Internal Combustion Engine (ICE),152,1350
5671,Automatic,1984,Petrol,Internal Combustion Engine (ICE),152,1350
5677,Automatic,1984,Petrol,Internal Combustion Engine (ICE),152,1350
5697,Automatic,1597,Petrol,Internal Combustion Engine (ICE),182,1350
5706,Automatic,1597,Petrol,Internal Combustion Engine (ICE),184,1350
5710,Automatic,1497,Petrol,Internal Combustion Engine (ICE),180,1350
5716,Automatic,1497,Petrol,Internal Combustion Engine (ICE),175,1350
5724,Automatic,1995,Petrol,Internal Combustion Engine (ICE),199,1350
5726,Automatic,1600,Petrol,Internal Combustion Engine (ICE),177,1350
5727,Automatic,1995,Petrol,Internal Combustion Engine (ICE),196,1350
5728,Automatic,2498,Petrol,Internal Combustion Engine (ICE),193,1350
5729,Automatic,2498,Petrol,Internal Combustion Engine (ICE),193,1350
5730,Automatic,1600,Petrol,Internal Combustion Engine (ICE),180,1350
5732,Automatic,2498,Petrol,Internal Combustion Engine (ICE),193,1350
5733,Automatic,2498,Petrol,Internal Combustion Engine (ICE),193,1350
5734,Automatic,2498,Petrol,Internal Combustion Engine (ICE),193,1350
5866,Automatic,1798,Petrol,Internal Combustion Engine (ICE),110,1350
5868,Automatic,1798,Petrol,Internal Combustion Engine (ICE),111,1350
5872,Automatic,1798,Petrol,Internal Combustion Engine (ICE),112,1350
5875,Automatic,1798,Petrol,Internal Combustion Engine (ICE),112,1350
5880,Automatic,1798,Petrol,Internal Combustion Engine (ICE),102,1350
5881,Automatic,1798,Petrol,Internal Combustion Engine (ICE),102,1350
5882,Automatic,1798,Petrol,Internal Combustion Engine (ICE),102,1350
5883,Automatic,1798,Petrol,Internal Combustion Engine (ICE),102,1350
6069,Automatic,2998,Petrol,Internal Combustion Engine (ICE),188,2700
6070,Automatic,2998,Petrol,Internal Combustion Engine (ICE),188,2700
6424,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6426,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6428,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6430,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6432,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6434,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6436,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6438,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6440,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6442,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6444,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6446,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6448,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6450,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6452,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6454,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6456,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6458,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6460,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6462,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6464,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6466,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6468,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6470,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6472,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6474,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6667,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6668,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6669,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6670,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6673,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6674,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6677,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6678,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
6679,Automatic,1477,Petrol,Internal Combustion Engine (ICE),179,1350
6680,Automatic,1477,Petrol,Internal Combustion Engine (ICE),166,1350
2387,Automatic,2996,Petrol,Internal Combustion Engine (ICE),258,2700
2388,Automatic,2996,Petrol,Internal Combustion Engine (ICE),277,2700
2389,Automatic,2996,Petrol,Internal Combustion Engine (ICE),258,2700
2390,Automatic,2996,Petrol,Internal Combustion Engine (ICE),277,2700
2391,Automatic,2996,Petrol,Internal Combustion Engine (ICE),256,2700
2392,Automatic,2996,Petrol,Internal Combustion Engine (ICE),275,2700
2393,Automatic,2996,Petrol,Internal Combustion Engine (ICE),256,2700
2394,Automatic,2996,Petrol,Internal Combustion Engine (ICE),275,2700
2395,Automatic,2996,Petrol,Internal Combustion Engine (ICE),255,2700
2398,Automatic,2996,Petrol,Internal Combustion Engine (ICE),274,2700
2399,Automatic,2996,Petrol,Internal Combustion Engine (ICE),256,2700
2400,Automatic,2996,Petrol,Internal Combustion Engine (ICE),275,2700
2401,Automatic,2996,Petrol,Internal Combustion Engine (ICE),251,2700
2402,Automatic,2996,Petrol,Internal Combustion Engine (ICE),271,2700
2403,Automatic,2996,Petrol,Internal Combustion Engine (ICE),251,2700
2404,Automatic,2996,Petrol,Internal Combustion Engine (ICE),271,2700
2405,Automatic,2996,Petrol,Internal Combustion Engine (ICE),251,2700
2406,Automatic,2996,Petrol,Internal Combustion Engine (ICE),270,2700
2407,Automatic,2996,Petrol,Internal Combustion Engine (ICE),252,2700
2408,Automatic,2996,Petrol,Internal Combustion Engine (ICE),272,2700
2572,Automatic,2996,Petrol,Internal Combustion Engine (ICE),234,2700
2573,Automatic,2996,Petrol,Internal Combustion Engine (ICE),258,2700
2574,Automatic,2996,Petrol,Internal Combustion Engine (ICE),234,2700
2575,Automatic,2996,Petrol,Internal Combustion Engine (ICE),258,2700
2576,Automatic,2996,Petrol,Internal Combustion Engine (ICE),236,2700
2577,Automatic,2996,Petrol,Internal Combustion Engine (ICE),258,2700
2578,Automatic,2996,Petrol,Internal Combustion Engine (ICE),236,2700
2579,Automatic,2996,Petrol,Internal Combustion Engine (ICE),258,2700
2622,Automatic,2996,Petrol,Internal Combustion Engine (ICE),245,2700
2623,Automatic,2996,Petrol,Internal Combustion Engine (ICE),258,2700
2624,Automatic,2996,Petrol,Internal Combustion Engine (ICE),240,2700
2625,Automatic,2996,Petrol,Internal Combustion Engine (ICE),255,2700
3311,Automatic,2996,Petrol,Internal Combustion Engine (ICE),218,2700
3312,Automatic,2996,Petrol,Internal Combustion Engine (ICE),225,2700
3315,Automatic,2996,Petrol,Internal Combustion Engine (ICE),222,2700
3316,Automatic,2996,Petrol,Internal Combustion Engine (ICE),230,2700
3343,Automatic,2996,Petrol,Internal Combustion Engine (ICE),218,2700
3344,Automatic,2996,Petrol,Internal Combustion Engine (ICE),225,2700
3365,Automatic,2996,Petrol,Internal Combustion Engine (ICE),225,2700
3366,Automatic,2996,Petrol,Internal Combustion Engine (ICE),230,2700
3423,Automatic,2996,Petrol,Internal Combustion Engine (ICE),204,2700
3424,Automatic,2996,Petrol,Internal Combustion Engine (ICE),224,2700
3441,Automatic,2996,Petrol,Internal Combustion Engine (ICE),203,2700
3442,Automatic,2996,Petrol,Internal Combustion Engine (ICE),220,2700
3487,Automatic,2996,Petrol,Internal Combustion Engine (ICE),202,2700
3488,Automatic,2996,Petrol,Internal Combustion Engine (ICE),222,2700
3503,Automatic,2996,Petrol,Internal Combustion Engine (ICE),232,2700
3504,Automatic,2996,Petrol,Internal Combustion Engine (ICE),247,2700
3523,Automatic,2996,Petrol,Internal Combustion Engine (ICE),230,2700
3524,Automatic,2996,Petrol,Internal Combustion Engine (ICE),244,2700
3573,Automatic,2996,Petrol,Internal Combustion Engine (ICE),215,2700
3574,Automatic,2996,Petrol,Internal Combustion Engine (ICE),221,2700
3577,Automatic,2996,Petrol,Internal Combustion Engine (ICE),197,2700
3578,Automatic,2996,Petrol,Internal Combustion Engine (ICE),201,2700
3745,Automatic,2996,Petrol,Internal Combustion Engine (ICE),227,2700
3746,Automatic,2996,Petrol,Internal Combustion Engine (ICE),234,2700
3755,Automatic,2996,Petrol,Internal Combustion Engine (ICE),219,2700
3756,Automatic,2996,Petrol,Internal Combustion Engine (ICE),228,2700
3767,Automatic,2996,Petrol,Internal Combustion Engine (ICE),225,2700
3768,Automatic,2996,Petrol,Internal Combustion Engine (ICE),233,2700
3785,Automatic,2996,Petrol,Internal Combustion Engine (ICE),220,2700
3786,Automatic,2996,Petrol,Internal Combustion Engine (ICE),228,2700
3933,Automatic,2996,Petrol,Internal Combustion Engine (ICE),232,2700
3934,Automatic,2996,Petrol,Internal Combustion Engine (ICE),247,2700
3947,Automatic,2996,Petrol,Internal Combustion Engine (ICE),230,2700
3948,Automatic,2996,Petrol,Internal Combustion Engine (ICE),244,2700
4013,Automatic,2996,Petrol,Internal Combustion Engine (ICE),215,2700
4014,Automatic,2996,Petrol,Internal Combustion Engine (ICE),221,2700
4017,Automatic,2996,Petrol,Internal Combustion Engine (ICE),197,2700
4018,Automatic,2996,Petrol,Internal Combustion Engine (ICE),201,2700
4083,Automatic,2996,Petrol,Internal Combustion Engine (ICE),227,2700
